"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","subscribe","not_contacted"
"5664",27,"10","1",8,"0","0","1","2","5","1",1,999,0,"0",-3.4,92.649,-30.1,0.715,5017.5,"1",1
"13565",38,"6","0",6,"0","1","0","0","4","1",1,999,1,"1",-2.9,92.201,-31.4,0.821,5076.2,"0",1
"7014",30,"0","0",8,"0","0","0","0","7","2",2,999,0,"0",-3.4,92.431,-26.9,0.742,5017.5,"1",1
"9305",25,"11","1",8,"0","0","0","1","1","1",7,999,0,"0",1.4,94.465,-41.8,4.96,5228.1,"0",1
"7140",38,"2","0",5,"0","1","0","1","5","1",2,999,0,"0",-0.1,93.2,-42,4.191,5195.8,"0",1
"7580",30,"6","1",8,"0","0","0","0","4","4",5,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"6902",29,"3","1",8,"0","0","0","0","0","1",2,999,0,"0",1.4,93.918,-42.7,4.96,5228.1,"0",1
"3485",40,"6","1",6,"0","0","1","1","2","0",1,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"5754",32,"6","0",8,"1","2","2","1","2","1",56,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"4865",28,"12","1",6,"0","0","0","0","1","3",1,999,0,"0",-2.9,92.963,-40.8,1.26,5076.2,"1",1
"6729",29,"6","1",6,"0","1","1","1","3","3",4,999,0,"0",-1.8,93.075,-47.1,1.405,5099.1,"0",1
"19063",35,"5","0",5,"0","0","0","0","3","1",1,999,1,"1",-1.8,93.075,-47.1,1.405,5099.1,"0",1
"5994",41,"2","1",8,"0","1","1","0","0","0",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"1241",35,"5","1",6,"0","0","0","0","5","3",2,999,1,"1",-0.1,93.2,-42,4.12,5195.8,"0",1
"12090",44,"2","2",7,"1","1","2","0","3","0",1,999,0,"0",-1.8,93.075,-47.1,1.41,5099.1,"0",1
"4508",57,"8","2",6,"0","1","0","0","0","0",6,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"16432",44,"3","0",6,"0","1","0","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"1",1
"5852",33,"11","0",8,"0","1","0","0","10","3",1,11,1,"2",-1.8,93.369,-34.8,0.644,5008.7,"0",0
"6481",50,"2","0",7,"1","1","0","1","2","2",2,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"15976",37,"0","0",6,"0","1","0","1","5","1",2,999,1,"1",-0.1,93.2,-42,4.191,5195.8,"0",1
"15116",33,"5","0",5,"1","1","0","0","2","0",3,999,0,"0",-1.8,92.893,-46.2,1.327,5099.1,"0",1
"15391",77,"8","2",3,"0","1","0","0","5","1",2,999,1,"1",-3.4,92.649,-30.1,0.714,5017.5,"1",1
"11753",54,"2","0",7,"1","1","0","1","1","1",3,999,0,"0",1.4,94.465,-41.8,4.865,5228.1,"0",1
"6926",48,"6","0",6,"0","1","1","1","8","4",1,999,0,"0",-0.2,92.756,-45.9,3.563,5176.3,"0",1
"17313",34,"6","0",8,"0","0","0","0","5","1",1,999,1,"1",-1.1,94.767,-50.8,1.05,4963.6,"0",1
"10263",29,"3","1",6,"0","1","0","0","2","0",1,999,0,"0",-1.8,92.893,-46.2,1.266,5099.1,"0",1
"5140",45,"5","0",4,"1","1","0","0","4","0",1,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"5476",50,"2","0",7,"0","1","0","0","4","1",3,999,0,"0",1.4,93.444,-36.1,4.965,5228.1,"0",1
"13926",34,"1","0",3,"1","1","0","0","5","3",1,999,1,"1",-0.1,93.2,-42,4.12,5195.8,"0",1
"16893",53,"0","0",8,"0","0","0","0","2","3",2,999,0,"0",-1.8,92.893,-46.2,1.281,5099.1,"0",1
"15287",49,"2","0",7,"1","1","2","0","0","4",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"13756",33,"6","1",6,"1","1","0","0","2","0",1,999,0,"0",-1.8,92.893,-46.2,1.266,5099.1,"0",1
"5819",52,"3","1",6,"0","1","0","1","1","3",1,999,0,"0",1.4,94.465,-41.8,4.962,5228.1,"0",1
"11335",25,"6","1",8,"0","1","0","0","3","0",2,999,0,"0",-1.8,93.075,-47.1,1.406,5099.1,"1",1
"4461",35,"10","1",8,"1","1","0","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"17108",37,"6","0",8,"0","1","1","0","3","0",1,999,0,"0",-1.8,93.749,-34.6,0.644,5008.7,"1",1
"11458",30,"7","1",8,"0","1","0","0","0","0",12,999,0,"0",1.4,93.918,-42.7,4.958,5228.1,"0",1
"6682",40,"6","2",6,"0","0","1","0","5","4",1,999,0,"0",-0.1,93.2,-42,4.021,5195.8,"0",1
"10397",37,"5","0",5,"0","1","0","0","3","0",1,999,1,"1",-1.8,93.075,-47.1,1.41,5099.1,"0",1
"4856",28,"6","0",6,"0","1","0","0","2","3",3,999,0,"0",-1.8,92.893,-46.2,1.334,5099.1,"0",1
"14554",22,"5","1",5,"0","1","0","1","2","2",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"6625",58,"8","0",7,"1","0","0","1","2","2",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"9970",29,"3","1",6,"0","1","0","0","2","3",3,999,1,"1",-1.8,92.893,-46.2,1.281,5099.1,"0",1
"14538",47,"5","2",3,"0","0","1","1","2","4",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"15060",27,"10","1",8,"0","1","2","1","2","1",2,999,0,"0",-1.8,92.893,-46.2,1.354,5099.1,"0",1
"9458",29,"3","1",4,"0","1","0","0","2","3",2,999,0,"0",-1.8,92.893,-46.2,1.281,5099.1,"0",1
"19427",49,"0","0",6,"1","0","0","1","1","4",4,999,0,"0",1.4,94.465,-41.8,4.959,5228.1,"0",1
"17714",42,"6","1",5,"0","0","0","1","2","4",2,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"14884",44,"6","0",8,"1","1","1","0","4","0",1,999,0,"0",1.4,93.444,-36.1,4.968,5228.1,"0",1
"2426",30,"5","1",5,"1","0","0","1","2","3",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"17579",39,"1","0",8,"0","0","0","1","1","2",2,999,0,"0",1.4,94.465,-41.8,4.961,5228.1,"0",1
"4157",56,"3","0",6,"1","1","0","0","2","4",1,999,1,"1",-1.8,92.893,-46.2,1.25,5099.1,"0",1
"5897",48,"3","0",6,"0","1","1","0","2","3",5,999,0,"0",-1.8,92.893,-46.2,1.281,5099.1,"0",1
"13236",43,"2","1",7,"0","1","1","1","0","2",1,0,0,"0",1.4,93.918,-42.7,4.955,5228.1,"0",0
"13953",41,"5","0",3,"0","0","0","1","2","0",1,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"7195",34,"5","0",5,"0","0","0","0","2","2",3,999,0,"0",-1.8,92.893,-46.2,1.291,5099.1,"0",1
"18995",46,"6","0",6,"0","0","0","1","1","4",4,999,0,"0",1.4,94.465,-41.8,4.959,5228.1,"0",1
"14521",26,"2","1",7,"0","0","0","0","0","3",2,999,0,"0",1.4,93.918,-42.7,4.957,5228.1,"0",1
"18080",29,"0","1",8,"1","1","0","1","1","3",3,999,0,"0",1.4,94.465,-41.8,4.962,5228.1,"0",1
"8179",31,"6","1",6,"0","0","2","0","5","4",1,999,0,"0",-0.1,93.2,-42,4.021,5195.8,"0",1
"11955",43,"3","0",6,"0","1","0","1","2","1",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"9867",47,"0","0",8,"0","1","0","0","1","1",1,999,0,"0",-2.9,92.963,-40.8,1.266,5167,"0",1
"2187",48,"5","0",7,"0","0","0","0","0","0",25,999,0,"0",1.4,93.918,-42.7,4.968,5228.1,"0",1
"3556",32,"2","0",7,"0","0","0","0","4","1",3,999,0,"0",1.4,93.444,-36.1,4.965,5228.1,"0",1
"101",56,"2","0",3,"1","1","1","0","0","3",6,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"3394",54,"3","1",6,"1","0","0","1","2","4",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"16997",27,"6","1",5,"0","1","1","0","0","2",2,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"160",57,"5","0",1,"0","1","0","0","0","0",5,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"9931",42,"2","0",8,"0","1","0","0","4","0",1,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"17287",41,"2","0",6,"0","0","0","1","2","4",6,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"11074",31,"3","0",7,"1","1","0","0","4","0",5,999,0,"0",1.4,93.444,-36.1,4.968,5228.1,"0",1
"8053",35,"2","0",7,"0","1","0","0","4","4",1,999,0,"0",-2.9,92.201,-31.4,0.869,5076.2,"1",1
"8668",47,"2","0",5,"0","0","0","1","2","1",3,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"1785",32,"6","1",8,"0","0","0","0","5","4",2,999,1,"1",-0.1,93.2,-41,4.021,5195.8,"0",1
"15539",40,"5","0",4,"0","1","0","0","2","0",1,999,0,"0",-1.8,92.893,-46.2,1.327,5099.1,"0",1
"17038",41,"0","0",8,"0","1","0","0","0","4",3,999,0,"0",1.4,93.918,-42.7,4.959,5228.1,"0",1
"8519",34,"11","1",8,"0","1","0","0","0","3",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"14131",30,"6","0",6,"0","1","0","1","5","0",1,999,0,"0",-0.1,93.2,-42,4.592,5195.8,"0",1
"2947",26,"10","1",8,"0","1","0","0","3","0",4,999,0,"0",-1.8,93.075,-47.1,1.41,5099.1,"0",1
"5900",53,"2","0",1,"0","1","0","0","0","0",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"844",33,"2","0",7,"0","0","1","0","2","3",1,999,0,"0",-1.8,92.893,-46.2,1.334,5099.1,"0",1
"10431",31,"0","1",6,"0","0","0","0","2","3",1,999,0,"0",-1.8,92.893,-46.2,1.334,5099.1,"0",1
"5200",54,"6","0",5,"0","0","0","0","5","1",2,999,0,"0",-0.1,93.2,-42,4.191,5195.8,"0",1
"14829",34,"2","0",8,"0","1","0","1","2","1",1,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"13254",28,"6","1",1,"0","1","0","1","0","0",2,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"2438",29,"3","0",7,"0","0","0","0","4","2",3,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"1",1
"18008",28,"5","1",4,"1","1","0","0","0","3",1,999,0,"0",1.4,93.918,-42.7,4.957,5228.1,"0",1
"16718",36,"2","0",5,"1","0","0","1","2","2",9,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"17071",48,"2","0",7,"1","1","0","0","0","0",2,999,0,"0",1.4,93.918,-42.7,4.968,5228.1,"0",1
"14451",30,"11","1",8,"0","1","0","1","2","0",2,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"12830",39,"6","2",6,"0","0","0","0","0","2",17,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"2258",46,"5","0",5,"1","1","1","0","0","1",3,0,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",0
"3510",33,"5","0",3,"0","0","0","0","2","2",4,999,0,"0",-1.8,92.893,-46.2,1.291,5099.1,"0",1
"8342",39,"1","2",6,"0","0","0","0","5","0",1,999,0,"0",-0.1,93.2,-42,4.076,5195.8,"0",1
"12757",25,"6","0",8,"0","1","0","1","2","0",4,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"12434",33,"2","1",7,"0","0","0","0","0","0",5,999,0,"0",1.4,93.918,-42.7,4.968,5228.1,"0",1
"12314",36,"2","0",8,"0","0","0","0","5","3",4,999,0,"0",-0.1,93.2,-42,4.12,5195.8,"0",1
"19",35,"5","0",5,"0","1","0","1","2","3",1,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"15739",43,"9","0",3,"1","0","0","1","2","2",4,999,0,"0",1.1,93.994,-36.4,4.856,5191,"0",1
"13537",66,"8","0",1,"0","1","0","0","6","2",2,6,1,"2",-1.1,94.199,-37.5,0.881,4963.6,"1",0
"18695",27,"6","1",6,"0","1","0","0","0","0",1,999,0,"0",1.4,93.918,-42.7,4.958,5228.1,"0",1
"9337",32,"5","1",4,"1","2","2","0","0","2",4,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"7590",33,"5","0",5,"0","1","0","0","2","4",1,999,0,"0",-1.8,92.893,-46.2,1.313,5099.1,"1",1
"10111",53,"12","0",8,"1","1","0","1","9","4",8,999,0,"0",-0.1,93.2,-42,4.021,5195.8,"0",1
"5327",45,"5","1",3,"1","0","0","1","1","2",1,999,0,"0",1.4,94.465,-41.8,4.961,5228.1,"0",1
"18363",50,"2","0",7,"1","1","1","1","2","3",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"13486",57,"2","0",5,"1","1","1","0","0","0",6,999,0,"0",1.4,93.918,-42.7,4.958,5228.1,"0",1
"82",31,"5","1",5,"0","1","0","0","2","2",8,999,0,"0",-1.8,92.893,-46.2,1.291,5099.1,"0",1
"8942",41,"3","0",1,"0","0","0","1","1","0",2,999,0,"0",1.4,94.465,-41.8,4.958,5228.1,"0",1
"10961",37,"6","0",8,"1","0","0","0","4","0",1,999,0,"0",1.4,93.444,-36.1,4.962,5228.1,"1",1
"4107",40,"2","0",5,"0","0","0","0","5","3",1,999,0,"0",-0.1,93.2,-42,4.12,5195.8,"0",1
"1671",45,"2","2",1,"1","0","0","0","0","4",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"7069",30,"6","1",8,"0","0","0","0","4","0",2,999,0,"0",1.4,93.444,-36.1,4.962,5228.1,"0",1
"8265",28,"5","2",6,"0","1","0","1","2","1",1,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"9108",26,"2","0",7,"0","1","0","1","0","0",2,999,0,"0",1.4,93.918,-42.7,4.966,5228.1,"0",1
"36",44,"5","1",6,"0","1","0","1","2","0",2,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"2821",35,"6","0",6,"0","1","0","1","2","1",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"6880",32,"2","0",7,"0","0","0","1","2","3",2,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"6064",30,"2","1",8,"0","0","0","0","4","3",5,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"18221",55,"11","0",1,"1","1","1","1","1","0",1,999,0,"0",1.4,94.465,-41.8,4.958,5228.1,"0",1
"17422",40,"3","0",7,"0","1","0","0","7","0",1,3,1,"2",-3.4,92.431,-26.9,0.74,5017.5,"1",0
"3415",48,"5","0",5,"0","1","0","1","2","0",2,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"15496",40,"6","0",8,"0","0","0","0","4","3",2,999,0,"0",1.4,93.444,-36.1,4.967,5228.1,"0",1
"3196",28,"5","0",5,"0","0","0","0","0","0",1,999,0,"0",1.4,93.918,-42.7,4.958,5228.1,"0",1
"19909",34,"2","1",8,"0","0","0","0","0","2",3,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"10480",33,"5","0",5,"1","0","0","0","2","3",2,999,0,"0",-1.8,92.893,-46.2,1.334,5099.1,"1",1
"15961",35,"6","1",8,"0","0","0","0","0","4",1,999,0,"0",1.4,93.918,-42.7,4.957,5228.1,"1",1
"8703",46,"6","0",7,"0","0","0","1","2","1",3,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"12933",41,"6","0",8,"0","1","1","1","5","3",1,999,0,"0",-0.1,93.2,-42,4.12,5195.8,"0",1
"10891",49,"6","0",1,"1","0","0","0","0","1",3,999,0,"0",1.4,93.918,-42.7,4.96,5228.1,"0",1
"426",44,"2","1",8,"0","0","1","0","0","4",2,999,0,"0",1.4,93.918,-42.7,3,5228.1,"0",1
"5737",36,"2","0",6,"0","1","0","1","2","1",1,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"16413",39,"2","0",7,"0","0","0","0","3","0",1,999,1,"1",-1.8,93.749,-34.6,0.64,5008.7,"0",1
"3499",35,"2","0",7,"0","0","0","0","0","0",4,999,0,"0",1.4,93.918,-42.7,4.968,5228.1,"0",1
"17212",50,"2","1",6,"1","0","0","1","0","0",6,999,0,"0",1.4,93.918,-42.7,4.968,5228.1,"0",1
"13914",31,"5","0",4,"0","0","1","0","0","4",2,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"10948",32,"6","1",8,"0","0","0","0","4","3",3,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"11821",33,"5","1",6,"0","0","0","1","2","4",5,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"17882",40,"5","0",5,"0","1","0","0","5","1",1,999,0,"0",-0.1,93.2,-42,4.191,5195.8,"0",1
"4473",37,"6","1",8,"0","0","0","1","2","3",3,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"18633",33,"2","2",7,"0","0","0","1","2","3",4,999,0,"0",1.1,93.994,-36.4,4.859,5191,"0",1
"16605",51,"6","0",8,"0","0","0","0","4","0",1,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"8496",43,"0","0",6,"0","1","0","0","5","0",1,999,1,"1",-3.4,92.649,-30.1,0.714,5017.5,"0",1
"17682",51,"5","2",6,"0","1","1","0","2","2",6,999,0,"0",-1.8,92.893,-46.2,3,5099.1,"0",1
"18306",32,"0","0",8,"0","0","0","0","4","1",4,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"10076",46,"5","2",4,"1","0","0","0","3","3",5,999,2,"1",-1.8,93.075,-47.1,1.445,5099.1,"0",1
"16740",30,"6","1",8,"0","1","0","0","1","3",1,999,0,"0",-2.9,92.963,-40.8,1.26,5076.2,"0",1
"4838",41,"5","0",3,"1","2","2","0","2","2",2,999,0,"0",-1.8,92.893,-46.2,1.344,5099.1,"0",1
"15111",44,"6","0",6,"0","0","0","0","0","1",1,999,0,"0",1.4,93.918,-42.7,4.96,5228.1,"0",1
"3320",33,"6","0",8,"0","0","0","0","0","4",1,999,0,"0",1.4,93.918,-42.7,4.957,5228.1,"0",1
"13147",33,"6","0",8,"0","0","1","1","1","2",2,999,0,"0",1.4,94.465,-41.8,4.961,5228.1,"0",1
"3443",73,"8","0",3,"0","1","0","1","7","3",1,999,0,"0",-3.4,92.431,-26.9,0.724,5017.5,"0",1
"6107",33,"2","1",6,"1","1","0","0","0","0",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"2168",41,"6","0",6,"0","1","1","1","2","0",2,999,0,"0",1.1,93.994,-36.4,4.855,5191,"0",1
"15236",30,"6","0",6,"1","0","0","0","0","0",1,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"3623",54,"6","2",8,"0","0","0","0","4","1",2,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"14148",29,"6","0",8,"0","0","0","0","4","1",2,999,0,"0",1.4,93.444,-36.1,4.965,5228.1,"0",1
"3691",30,"3","0",8,"1","1","0","1","1","2",1,999,0,"0",1.4,94.465,-41.8,4.864,5228.1,"0",1
"5621",33,"6","0",8,"0","1","0","1","2","0",3,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"1695",25,"6","1",8,"0","0","0","0","4","1",1,999,0,"0",-2.9,92.201,-31.4,3,5076.2,"1",1
"11720",25,"5","0",3,"0","0","0","0","2","4",2,999,0,"0",-1.8,92.893,-46.2,1.25,5099.1,"0",1
"11170",34,"2","1",8,"0","0","0","0","0","2",3,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"6413",31,"11","1",6,"0","0","1","0","0","2",2,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"6321",36,"3","0",5,"1","0","0","1","2","4",2,999,0,"0",1.1,93.994,-36.4,4.859,5191,"0",1
"4957",44,"2","0",7,"0","1","0","0","4","3",1,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"3812",58,"9","1",7,"0","0","0","0","3","1",1,6,0,"2",-1.8,93.749,-34.6,0.642,5008.7,"0",0
"14676",32,"6","0",6,"0","0","0","1","2","1",1,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"18781",36,"6","1",6,"0","1","0","0","2","2",1,999,0,"0",-1.8,92.893,-46.2,1.344,5099.1,"0",1
"9955",33,"6","0",6,"0","0","0","1","1","3",4,999,0,"0",1.4,94.465,-41.8,4.962,5228.1,"0",1
"4661",57,"6","2",6,"0","0","0","0","6","2",1,3,5,"2",-1.1,94.199,-37.5,0.877,4963.6,"1",0
"1806",27,"5","0",3,"0","1","0","0","0","2",1,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"8226",52,"2","0",8,"0","0","0","0","4","3",7,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"13873",47,"0","0",3,"1","0","0","1","2","1",22,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"3668",30,"3","0",7,"1","0","0","1","2","1",3,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"10405",71,"8","0",3,"0","0","0","0","7","2",1,999,0,"0",-3.4,92.431,-26.9,0.728,5017.5,"1",1
"12911",29,"6","1",8,"0","0","0","1","2","2",3,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"9334",34,"0","0",3,"0","1","0","0","2","0",5,999,0,"0",-1.8,92.893,-46.2,1.327,5099.1,"0",1
"2072",31,"2","1",7,"0","0","0","0","5","3",1,999,1,"1",-0.1,93.2,-42,4.12,5195.8,"0",1
"1277",46,"5","0",6,"1","1","0","0","0","0",5,999,0,"0",1.4,93.918,-42.7,4.962,5167,"0",1
"13765",46,"5","0",3,"1","1","1","0","5","0",2,999,0,"0",-0.1,93.2,-42,4.076,5195.8,"0",1
"12839",50,"5","0",4,"0","0","0","1","2","1",1,999,0,"0",1.1,93.994,-36.4,4.858,5191,"0",1
"8080",37,"3","0",6,"0","0","0","1","2","1",2,999,1,"1",-1.8,92.893,-46.2,1.299,5099.1,"0",1
"19357",27,"2","1",6,"0","0","0","0","0","4",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"5479",26,"10","1",5,"0","0","0","1","4","3",1,999,0,"0",-2.9,92.201,-31.4,0.879,5167,"1",1
"8839",37,"2","0",8,"0","0","0","0","4","3",5,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"12616",45,"5","2",6,"1","0","0","0","0","0",1,999,0,"0",1.4,93.918,-42.7,4.963,5228.1,"0",1
"7594",38,"5","0",5,"1","2","2","0","0","2",4,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"2646",40,"7","0",8,"0","0","0","1","0","2",5,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"2392",33,"2","0",7,"0","1","0","0","4","4",4,999,0,"0",1.4,93.444,-36.1,4.966,5228.1,"0",1
"18181",33,"2","1",7,"0","1","0","2","4","4",1,999,0,"0",1.4,93.444,-36.1,4.963,5228.1,"0",1
"8670",48,"6","0",8,"0","1","0","0","1","1",1,999,1,"1",-2.9,92.963,-40.8,1.215,5076.2,"0",1
"1020",46,"3","0",5,"1","1","0","0","4","3",5,999,0,"0",1.4,93.444,-36.1,4.964,5228.1,"0",1
"5775",51,"0","0",8,"0","0","0","0","0","3",1,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"2241",57,"5","0",3,"1","1","0","0","4","3",1,999,0,"0",1.4,93.444,-36.1,3,5228.1,"0",1
"9206",40,"2","0",7,"0","0","0","1","2","2",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"1654",33,"6","1",8,"0","1","0","0","0","1",3,999,0,"0",1.4,93.918,-42.7,4.96,5228.1,"0",1
"3138",30,"5","1",3,"1","1","1","1","2","0",4,999,0,"0",1.1,93.994,-36.4,4.86,5191,"0",1
"14069",52,"6","0",3,"0","1","0","0","5","1",1,999,0,"0",-0.1,93.2,-42,4.191,5195.8,"0",1
"12898",50,"6","0",8,"0","1","0","0","5","1",1,7,1,"2",-3.4,92.649,-30.1,0.722,5017.5,"0",0
"15990",36,"3","0",6,"0","0","0","1","2","1",2,999,0,"0",1.1,93.5738277602099,-36.4,4.857,5191,"0",1
"394",37,"6","0",5,"0","1","0","0","3","1",7,999,1,"1",-1.8,93.075,-47.1,1.405,5099.1,"0",1
"8630",27,"5","1",5,"0","1","0","0","0","1",3,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"684",33,"6","1",6,"0","1","0","0","0","2",5,999,0,"0",1.4,93.918,-42.7,4.961,5228.1,"0",1
"19283",37,"6","1",8,"0","1","0","0","4","0",7,999,0,"0",1.4,93.444,-36.1,4.962,5228.1,"0",1
"9347",55,"1","0",3,"1","1","0","1","1","3",4,999,0,"0",1.4,94.465,-41.8,4.959,5228.1,"0",1
"12776",39,"0","0",3,"1","1","0","1","1","0",1,999,0,"0",1.4,94.465,-41.8,4.961,5228.1,"0",1
"11067",34,"6","1",8,"0","1","0","0","2","3",1,999,0,"0",-1.8,92.893,-46.2,1.334,5099.1,"0",1
"17693",44,"6","1",6,"0","1","0","1","4","2",1,999,0,"0",0.0879620916789891,94.027,-38.3,0.886,4991.6,"0",1
"13792",34,"6","1",6,"0","0","0","1","1","2",1,999,0,"0",1.4,94.465,-41.8,4.961,5228.1,"0",1
"11596",40,"6","0",8,"0","1","0","0","2","3",2,999,1,"1",-1.8,92.893,-46.2,1.281,5099.1,"0",1
"4384",27,"3","1",6,"0","0","1","0","2","0",1,999,0,"0",-1.8,92.893,-41,1.266,5099.1,"0",1
"87",49,"1","2",8,"0","1","1","0","0","4",5,999,0,"0",1.4,93.918,-42.7,4.957,5228.1,"0",1
"12754",33,"3","0",6,"0","0","1","0","2","1",2,999,1,"1",-1.8,92.893,-46.2,1.354,5099.1,"0",1
"17116",33,"6","1",6,"0","1","0","0","2","3",1,999,1,"1",-1.8,92.893,-46.2,1.281,5099.1,"0",1
"17076",46,"5","0",3,"0","1","0","0","2","0",1,999,1,"1",-1.8,92.893,-46.2,1.327,5099.1,"0",1
"10611",58,"6","2",8,"0","1","0","1","2","4",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"1",1
"13575",47,"5","3",3,"1","0","0","0","2","1",4,999,0,"0",-1.8,92.893,-46.2,1.299,5099.1,"0",1
"17286",35,"12","1",8,"0","1","0","0","5","0",2,999,1,"1",-0.1,93.2,-42,4.076,5167,"0",1
"7716",28,"11","1",8,"0","0","0","0","2","3",2,999,0,"0",-1.8,92.893,-46.2,1.334,5099.1,"1",1
"13990",42,"5","0",4,"1","0","0","1","1","3",1,999,0,"0",1.4,94.465,-41.8,4.959,5228.1,"0",1
"18998",43,"6","1",1,"0","1","0","0","0","1",6,999,0,"0",1.4,93.918,-42.7,4.962,5228.1,"0",1
"7530",23,"10","1",5,"0","1","0","0","1","2",1,6,3,"2",-1.7,94.055,-39.8,0.761,4991.6,"0",0
"18404",34,"6","0",8,"0","0","1","1","2","1",2,999,0,"0",1.1,93.994,-36.4,4.857,5191,"0",1
"8675",33,"6","1",6,"0","0","0","0","7","1",1,999,0,"0",-3.4,92.431,-26.9,0.731,5017.5,"1",1
"9447",58,"6","0",8,"0","2","2","1","1","4",4,999,0,"0",1.4,93.5738277602099,-41.8,4.959,5228.1,"0",1
